no_bias_x,no_bias_y,no_bias_z
-0.00914209916883556,0.0201079297516917,0.0185249476915924
0.0142937169999495,-0.00119735715589923,-0.00597613293316681
0.0132284525439754,0.00412896524038661,0.0131986254117219
-0.00914209916883556,-0.00758894377532852,-0.00171507569134701
-0.0112726271494612,-0.00439315040740621,-0.00171507569134701
0.00470633829316648,0.0115858150352215,-0.00917192723241169
-0.00381577735462633,-0.0139805300455118,0.0142638907990186
-0.00488104134493915,-0.00119735715589923,-0.00917192723241169
-0.0102073626934871,0.000933171406803012,0.00574177515122574
0.0132284525439754,0.00625949322101224,-0.00597613293316681
-0.000619983928496367,-0.0107847366775895,-0.0134329850563081
-0.00168524820984749,-0.0182415869380857,-0.0102371898257406
-0.00381577735462633,-0.0118500011335636,-0.00597613293316681
-0.00275051266582159,0.00839002166729915,-0.00917192723241169
0.0153589814559236,-0.0107847366775895,-0.00704139738914091
-0.00488104134493915,0.00732475767698634,-0.00704139738914091
0.000445280454718159,0.0137163458098148,0.0131986254117219
-0.0134031560614094,0.0147816102657889,0.00574177515122574
0.000445280454718159,-0.00332788571860146,0.0142638907990186
0.00790213072976621,-0.00971947222161543,0.000415453075082041
0.00790213072976621,0.00412896524038661,0.00467651069525164
-0.00594630580091325,0.00412896524038661,-0.00278034003090579
-0.00488104134493915,0.00625949322101224,0.00574177515122574
0.00683686720511469,0.00625949322101224,-0.00171507569134701
-0.0134031560614094,-0.00865420776564133,-0.00491086847719271
0.0164242459118977,-0.000132092518026184,-0.00491086847719271
-0.00914209916883556,-0.0150457945014859,0.000415453075082041
0.0089673956514016,0.00732475767698634,0.00361124600644689
0.00683686720511469,-0.000132092518026184,0.00361124600644689
-0.020860005390583,0.0137163458098148,-0.0113024542817147
0.0142937169999495,-0.00545841486338031,0.0185249476915924
-0.0123378916054353,-0.00439315040740621,0.00680703960719984
0.0121631890193239,0.0158468737904404,0.00148071779299062
0.00470633829316648,-0.00971947222161543,-0.0187593054735335
-0.00701157025688735,0.0105205505792474,0.0100028320437996
0.00364107360436174,-0.0182415869380857,-0.0230203632974299
-0.00168524820984749,0.00732475767698634,0.00893756758782547
-0.0176642148166284,-0.00545841486338031,-0.00917192723241169
0.00683686720511469,-0.00652367931935441,-0.00597613293316681
0.00577160274914058,0.0115858150352215,0.00467651069525164
-0.00701157025688735,-0.0171763234134341,-0.0198245708608301
0.0132284525439754,0.0158468737904404,0.0217207401281921
0.0100326601073757,-0.0129152655895377,-0.0102371898257406
-0.00168524820984749,0.00945528612327325,-0.00491086847719271
0.0110979245633498,-0.0203721158500339,0.00893756758782547
-0.0123378916054353,0.00519422969636071,0.00254598178330343
0.0174895094365493,0.00199843586277711,-0.0187593054735335
-0.0102073626934871,-0.000132092518026184,0.0174596841669409
0.00470633829316648,-0.0161110580261375,-0.0208898343854817
-0.00914209916883556,0.00839002166729915,0.0238512690401403
0.00257580938121828,0.0105205505792474,0.00254598178330343
0.00470633829316648,-0.0225026447619821,0.00361124600644689
0.0110979245633498,-0.00439315040740621,-0.00384560448687989
0.00683686720511469,-0.00332788571860146,-0.00064981135178823
0.00683686720511469,-0.00865420776564133,-0.00171507569134701
-0.00594630580091325,0.0115858150352215,0.0238512690401403
0.0089673956514016,0.00412896524038661,0.0121333609557478
-0.00168524820984749,0.0115858150352215,-0.00171507569134701
-0.00275051266582159,0.00732475767698634,0.00893756758782547
-0.0102073626934871,0.0158468737904404,-0.00491086847719271
0.0100326601073757,-0.000132092518026184,0.0238512690401403
-0.00807683471286146,0.000933171406803012,-0.00917192723241169
0.00683686720511469,-0.000132092518026184,0.00148071779299062
0.0089673956514016,-0.00652367931935441,0.00467651069525164
-0.0102073626934871,-0.0171763234134341,0.0110680964997737
0.00381694781898113,0.00770303250145662,-0.0168249894642504
-0.0174883401363477,0.00770303250145662,0.02365505427483
0.00914326940035971,0.00237671092007804,-0.00617234630149324
0.00701274141973408,-0.0157327836673285,0.00554556271422189
-0.00363990314000694,0.0172904126052235,0.00767609069484752
-0.00363990314000694,-0.00721066848519695,-0.00830287474778015
0.00381694781898113,0.0108988249380564,-0.0189555183761986
-0.0132272823124513,-0.00508013957324874,0.0193939964509336
-0.0196188690482959,-0.00401487535010529,-0.00297655316640157
0.00488221204212459,0.00876829602610815,-0.0125639325716766
-0.00150937399522809,-0.00188434667098772,0.00980661914113443
0.000621154683889472,0.00450724006485689,0.02365505427483
0.00594747649809869,-0.00721066848519695,-0.0285428975486429
